large_category,medium_category,detail_category,body,description
feeling,medium_unknown,うれ,☆⌒v⌒v⌒ヾ((`・∀・´)ノ ヒャッホーィ♪,顔文字
feeling,medium_unknown,うれ,♪⌒ヽ(*ω)ノ ヤッターッ!! ,顔文字
feeling,medium_unknown,うれ,ィェ‐ィ v(●´U`●v)))))).......((((((v●´U`●)v ィェ‐ィ,顔文字
feeling,medium_unknown,うん,.+:。(*-ω-)(-ω-*).+:。ウンウン,顔文字
feeling,medium_unknown,うん,(。・ω・)(。-ω-)(。・ω・)(。-ω-)ゥィゥィ♪,顔文字
feeling,medium_unknown,うん,(*▽)*。_。)*▽)*。_。)ウンウン,顔文字
feeling,medium_unknown,うん,ウ・・ ウン(-ω-`;。),顔文字
feeling,medium_unknown,うん,(・∀・)/ ハーイ,顔文字
feeling,medium_unknown,うん,o(*・ω・)ノ ァィ,顔文字
feeling,medium_unknown,うん,.+:。(≧∇≦)ノ.+:。 ハーイ♪,顔文字
feeling,medium_unknown,うん,ハ―。+.ヽ(´∀`*)ノ +.―ィ☆,顔文字
feeling,medium_unknown,うん,'`ィ(´∀`∩,顔文字
feeling,medium_unknown,うん,ヾ(´▽`*)ゝあーい♪,顔文字
feeling,medium_unknown,うん,(ω)ノ ハィ,顔文字
feeling,medium_unknown,うん,(。・ω・。)ノぁぃ♪,顔文字
feeling,medium_unknown,えろ,興奮(´Д`;)/ヽァ/ヽァ,顔文字
feeling,medium_unknown,えろ,ぃぇ━━━━━ヽ(*浮)人(気*)ノ━━━━━ぃ,顔文字
feeling,medium_unknown,えろ,ムチトロウソクヨ♪ .:~ロヘ(´▽`)ノ~~~~~~ ピシ !,顔文字
feeling,medium_unknown,えろ,[HOTEL]  (^∇^*)o―――――C<*-_-))))))ズルズル ,顔文字
feeling,medium_unknown,えろ,∥風俗店∥ ヽ( ´ー`)ノ 爽快♪,顔文字
feeling,medium_unknown,えろ,キンタマ━ω━━ω━━━(ω)━━ω━━━ω━!!,顔文字
feeling,medium_unknown,えろ,[HOTEL]∀)----C< ´Д`)!! ,顔文字
feeling,medium_unknown,えろ,エッチィー♪┣┫…(*ノ▽ノ)イヤン,顔文字
feeling,medium_unknown,えろ,ドピゥッ (;´Д`)♂*:・。.:*:・,顔文字
feeling,medium_unknown,えろ,(;∀)=3ハァハァ,顔文字
feeling,medium_unknown,えろ,♂ヾ(・∀・*)ゴシゴシ♪ ♂⌒・ デタ━(∀ )━!!,顔文字
feeling,medium_unknown,えろ,モミモミ(´д`)ノノ(・ (・ ,顔文字
feeling,medium_unknown,えろ,(*∀)ノθ)*´Д`) ブイィィィィン,顔文字
feeling,medium_unknown,えろ,【 AV 】   (∀`●)うほ♪,顔文字
feeling,medium_unknown,おか,(*'ー'*)ノ~~.+:。 才 力 工 └|♪☆・:*:,顔文字
feeling,medium_unknown,おか,(9*▽)9”おかえりぃ♪,顔文字
feeling,medium_unknown,おか,才力工└|♪(o(・^*)ノ^☆,顔文字
feeling,medium_unknown,おか,ォヵ―+。:.ヽ(´∀`。)ノ.:。+―ェリ,顔文字
feeling,medium_unknown,おか,||o(。・ω・)o|Ю (・ω・。)オカイモ~,顔文字
feeling,medium_unknown,おか,。o0((((∀)ノシ オカイモムシ,顔文字
feeling,medium_unknown,おか,[壁]ョ´_ゝ`)<オカエリ,顔文字
feeling,medium_unknown,おか,オッカヽ(・д・`。)ノイモヽ(´・д・`)ノイモヽ(。´・д・)ノ ホクホクー♪,顔文字
feeling,medium_unknown,おか,オカエリ....+。゜φ(ゝω・`○)+。,顔文字
feeling,medium_unknown,おか,おか芋虫o0((((;(。・ω・)モキュキュ♪,顔文字
feeling,medium_unknown,おは,p(・ω・)qオッ! !w(ゝω・)wハー!!,顔文字
feeling,medium_unknown,おは,PC|Д)ノ オハヨウサン,顔文字
feeling,medium_unknown,おは,才ノヽ∋―_φ(ω^* )♪,顔文字
feeling,medium_unknown,おは,ヾ(´ω`=´ω`)ノ オハヨォ,顔文字
feeling,medium_unknown,おは,o(∀)o オッ ヽ(∀)ノ ハー,顔文字
feeling,medium_unknown,おは,★⌒(●ゝω・)ω・)(ェ)・)ノ☆+.オハヨゥゥゥ+.☆,顔文字
feeling,medium_unknown,おは,│・ω・`)<コッショリ ォハョゥ,顔文字
feeling,medium_unknown,おは,((ヾ(*ゝω・*)ノ☆+.才八∋ゥ+.☆,顔文字
feeling,medium_unknown,おは,(*ゝ(ェ)・)ノ.。o○オ.。o○ハ.。o○ヨ.。o○ウ.。o○,顔文字
feeling,medium_unknown,おは,"オハョョヨヨ∃""ヽ( ∀)ノ""ョョヨヨ∃ゥ!!",顔文字
feeling,medium_unknown,おは,|ω・)ノ ォ´`ォ´`♪,顔文字
feeling,medium_unknown,おは,オハヨウゴザイマス o┐ペコリ,顔文字
feeling,medium_unknown,おは,ぉはょ━━(。-ω-)ノ━(。・ω・)ノ━(。>ω<)ノ━━ぅ!!,顔文字
feeling,medium_unknown,おは,オッハヽ(・д・`。)ノイモヽ(´・д・`)ノイモヽ(。´・д・)ノ オハイモ~♪,顔文字
feeling,medium_unknown,おは,.+()クルッ( )クルッ(ω・。)クルッ(。・ω・。)ノ~~オハヨウゴザイマス♪,顔文字
feeling,medium_unknown,おは,∥三(((o ・`∀・´)ノ オハヨウ!!,顔文字
feeling,medium_unknown,おひさ,オヒサ☆^ヽ(*∀)乂(∀*)ノ^☆オヒサ,顔文字
feeling,medium_unknown,おひさ,+.*.。+(P∀`q。)+..。*+おひさじゃ~♪,顔文字
feeling,medium_unknown,おひさ,オヒサシブリブリッ♪(/ω\*),顔文字
feeling,medium_unknown,おひさ,ネジネジ....8-(●・ω・).爻(・ω・○)ー8 オヒサオヒサ♪,顔文字
feeling,medium_unknown,おひさ,才匕±━━ヽ| ○´ω`|ノヽ| ´ω`●|ノ━━━ッ!!,顔文字
feeling,medium_unknown,おひさ,".。+.(。・""・)从(・""・。)β.。+. おヒサーッ♪",顔文字
feeling,medium_unknown,おひさ,ε=ε=ε=(*ノ´Д`)ノ.+:。キャー!!久しぶり~!!,顔文字
feeling,medium_unknown,おひさ,オヒサ━ヽ(≧▽)ノヾ(▽≦)ノ━ッ!!!,顔文字
feeling,medium_unknown,おめ,"☆*:;;;;;:*☆ 才×〒""├ ☆*:;;;;;:*☆",顔文字
feeling,medium_unknown,おめ,"才×〒""┝_〆(´∀`●)",顔文字
feeling,medium_unknown,おめ,(・ω・)ノ--==三三三 >)))彡 おめで鯛,顔文字
feeling,medium_unknown,おめ,オメット(o´・ω・`)σ)Д`)プニョプニョ,顔文字
feeling,medium_unknown,おめ,才三⊃゛├_〆(´(00)` ),顔文字
feeling,medium_unknown,おめ,・*:..。o○☆*Congratulations!!・*:..。o○☆*,顔文字
feeling,medium_unknown,おめ,オメット♪ヽ(・∀・ヽ)(ノ・∀・)ノ オメット♪,顔文字
feeling,medium_unknown,おめ,はい、オメデトーフ(*´ゝ∀・`)_□ .+:。,顔文字
feeling,medium_unknown,きた,キタ━━━y=-(∀)・∵.━━━ン!!!,顔文字
feeling,medium_unknown,きた,キタ━━━━(Д(○=(∀)=○)Д)━━━━━!!,顔文字
feeling,medium_unknown,きた,キタワァ*・゜・*:.。..。.:*・゜(n´∀`)η・*:.。. .。.:*・゜・* !!,顔文字
feeling,medium_unknown,きた,キタ━━━(∀)━(。A。)━(∀)━(。A。)━(∀)━━━!!!!,顔文字
feeling,medium_unknown,きた,キタ━━━━。+.ヽ(´∀`*)ノ +.━━━━!!,顔文字
feeling,medium_unknown,きた,キタ━+.(○・艸)(艸・●)+.━!!,顔文字
feeling,medium_unknown,きた,キタァ━(∀)( ∀)超( )絶( )大( )興(∀ )奮(∀)━キタヨー!!!!,顔文字
feeling,medium_unknown,きた,キタ─wwヘ√レvv~(∀)─wwヘ√レvv~─ !!,顔文字
feeling,medium_unknown,きた,キタ Y⌒Y⌒Y⌒Y⌒Y⌒Y⌒ヽ(ε)ノ!!!,顔文字
feeling,medium_unknown,きた,|+.|艸`)キタヨ|。+|´艸`)キタヨ|+。ο・;+|( *´艸`)キチャッタヨゥ♪,顔文字
feeling,medium_unknown,きた,キタ━━━━━━┌(。A。┌ )┐━━━━━━ !!!!!,顔文字
feeling,medium_unknown,こん,(*・ェ・*)ノ~☆コンバンワ♪,顔文字
feeling,medium_unknown,こん,"⊃`ノ八""`ノ八_〆(・ω・*)",顔文字
feeling,medium_unknown,こん,"⊃`ノ八""`ノ八_〆┤'-'*├",顔文字
feeling,medium_unknown,こん,(*ゝ(ェ)・)ノ.。o○コ.。o○ン.。o○バ.。o○ン.。o○ワ.。o○,顔文字
feeling,medium_unknown,こん,+。:.゜こんばんゎヽ(´∀`)ノ .:。+゜。,顔文字
feeling,medium_unknown,こん,バンヮ―。+(=ω)ノ+。―ッ,顔文字
feeling,medium_unknown,こん,ヾ(o・_●・)ノこんばんはぁ♪,顔文字
feeling,medium_unknown,こん,コンバンヽ(益ヽ)三ヽ(益)ノワァ♪,顔文字
feeling,medium_unknown,こん,こんばん(b'v`★)b わっ♪,顔文字
feeling,medium_unknown,こん,(*´∇`)ノ こんばんわぁ~,顔文字
feeling,medium_unknown,こん,"(*∀)っ[.+:。★⊃冫ノヽ""冫ヮ★.+:。]",顔文字
feeling,medium_unknown,こん,p{・ω-*}qこんばん…ヽ{*・ω・*}ノわー,顔文字
feeling,medium_unknown,こんち,((ヾ(*ゝω・*)ノ☆+.⊇ωレニちゎ+.☆,顔文字
feeling,medium_unknown,こんち,(○´∀`)ノこんにちゎ★,顔文字
feeling,medium_unknown,こんち,○||_--===≡≡≡´ω`)ノ こんぬずわ♪,顔文字
feeling,medium_unknown,こんち,(。・ω・)ノ コンチャ,顔文字
feeling,medium_unknown,こんち,こんにちは_φ(・ω・`),顔文字
feeling,medium_unknown,こんち,(*´ノД`)<<< +。:.HELLO゜.:。+゜ )),顔文字
feeling,medium_unknown,こんち,(●ゝω・)ノ コンニチハ,顔文字
feeling,medium_unknown,こんち,ヾ(・ω・`)ノ ハロー♪,顔文字
feeling,medium_unknown,こんち,||ヽ(*・∀・*)ノミ|Ю こんにちわぁー,顔文字
feeling,medium_unknown,こんち,(*´Å`)ノ ヤポー♪,顔文字
feeling,medium_unknown,こんち,オイッス──ッ♪(*・∀・)=○))Д),顔文字
feeling,medium_unknown,こんち,こんちゃぁ━━+。・(o・´口`・o)ノ ・。+━━!!,顔文字
feeling,medium_unknown,こんち,....(((([コンニチハ]>o(。+・`д・。),顔文字
feeling,medium_unknown,こんち,コン=チゎ |ω・`)ノ|Ю,顔文字
feeling,medium_unknown,こんち,(o´ノωノ`o)こんにち ヽ(o´・ω・`o)ノ わぁ♪,顔文字
feeling,medium_unknown,こんち,コンチャ―☆⌒Y⌒Y⌒Y⌒Y⌒ ヾ(o´Д`)ノ―――♪♪,顔文字
feeling,medium_unknown,ごめ,。o.。(・ェ・。`人)。o.。ゴメンネ,顔文字
feeling,medium_unknown,ごめ,人(・ω・;) スマヌ,顔文字
feeling,medium_unknown,ごめ,・・(●´Д`●)・・ごめんよおぉ,顔文字
feeling,medium_unknown,ごめ,<(^∀^*)ゞゴメン~♪,顔文字
feeling,medium_unknown,ごめ,(ノ∀`●) ハンセイ,顔文字
feeling,medium_unknown,ごめ,| 柱 |ヽ(-公-;) 反省,顔文字
feeling,medium_unknown,ごめ,ゴメンネm(;ω;`m)三(m´;ω;)mゴメンネ,顔文字
feeling,medium_unknown,ごめ,d(>∇<;)ゆるちて♪,顔文字
feeling,medium_unknown,ごめ,(;・д・Aそりゃ失礼,顔文字
feeling,medium_unknown,ごめ,m(。≧Д≦。)mスマーン!!,顔文字
feeling,medium_unknown,ごめ,(*_ _)人ゴメンナサイ,顔文字
feeling,medium_unknown,ごめ,(。-人-。) ゴメンネ,顔文字
feeling,medium_unknown,ごめ,ペコm(_ _;m)三(m;_ _)mペコ,顔文字
feeling,medium_unknown,ごめ,r(≧ω≦*)スマンスマン,顔文字
feeling,medium_unknown,ごめ,m(;∇;)mゴメンネ,顔文字
feeling,medium_unknown,ごめ,すみませんでした (o_ _)o)),顔文字
feeling,medium_unknown,ごめ,怒っちゃイ・ヤ♪(○-∀-)r(-公-;),顔文字
feeling,medium_unknown,ただ,|///|ヽ(Д*)ノ|///|タダィモォ,顔文字
feeling,medium_unknown,ただ,。o0((((∀)ノシ タダイモムシ,顔文字
feeling,medium_unknown,ただ,|☆ミ(ノ∇)ノスタッ! o(*∇)ノシ タダイマー,顔文字
feeling,medium_unknown,ただ,タダイモムシ♪(・ω・=)nnn~ (・ω・=)nnn~   ~nnn(=・ω・)←反抗期,顔文字
feeling,medium_unknown,ただ,||ヽ(*▽*)ノミ|Ю タダイマァ♪,顔文字
feeling,medium_unknown,ただ,ヾ(∀*)ノ彡|Ю タダィモォ,顔文字
feeling,medium_unknown,ただ,∥三(((o ・`∀・´)ノ タダィマァ!!,顔文字
feeling,medium_unknown,ただ,.+()クルッ( )クルッ(ω・。)クルッ(。・ω・。)ノ~~タダイマ♪,顔文字
feeling,medium_unknown,ただ,|。+.玄関。+.|ミ☆ヘ(`・ω・)ノ┌┛タダイマン!!,顔文字
feeling,medium_unknown,です,dё─+。d(`ゝc_・´)+。─sц,顔文字
feeling,medium_unknown,です,DЁ━d(ゝω・´○)━SЦ!!,顔文字
feeling,medium_unknown,です,デ━━(●ゝω・´)b━━スッ♪,顔文字
feeling,medium_unknown,です,デ―d(Åo)―ス!! ,顔文字
feeling,medium_unknown,です,デ──ヾ(・ω・o)ノ──シュ♪,顔文字
feeling,medium_unknown,です,(。・ω・)ゞデシ,顔文字
feeling,medium_unknown,ど,ゴ━━━━(# Д)━━━━ルァ!!,顔文字
feeling,medium_unknown,ど,ゴルァゴルァゴルァ!!(Д)。_。)Д)。_。)Д)。_。)Д),顔文字
feeling,medium_unknown,ど,(yロ)yカカッテコンカイ,顔文字
feeling,medium_unknown,ど,щ(ロщ) カモ-ンщ(ロщ) カモ-ンщ(ロщ) カモ-ンщ(ロщ) カモ-ン,顔文字
feeling,medium_unknown,ど,(´-ω-)人。o○(ジョウブツシテネ)【v(・Д・)】,顔文字
feeling,medium_unknown,ど,`((。A。)⌒Y⌒ヾ( ´_ゝ`) イラネ,顔文字
feeling,medium_unknown,ど,(#`皿´)<怒怒怒怒怒怒!!! ,顔文字
feeling,medium_unknown,ど,o(`ω´*)oフン!!!! ,顔文字
feeling,medium_unknown,ど,ヽ(`Д´#)ノ,顔文字
feeling,medium_unknown,ど,(-公- ;) チッ,顔文字
feeling,medium_unknown,ど,バカーヾ(д)ノ゛,顔文字
feeling,medium_unknown,ど,(`Д´) ムキー!,顔文字
feeling,medium_unknown,ど,(Д)、ペッ!!,顔文字
feeling,medium_unknown,ど,( Д)ドルァ!!,顔文字
feeling,medium_unknown,ど,ヽ(`Д´)ノ,顔文字
feeling,medium_unknown,ど,(Д)≡д)、カァー ペッ!!,顔文字
feeling,medium_unknown,ど,"""o(`*ω*´)イライライライラ・・・・",顔文字
feeling,medium_unknown,なく,。・・(*ノД`*)・・。,顔文字
feeling,medium_unknown,なく,(。´Д⊂) ウワァァァン,顔文字
feeling,medium_unknown,なく,・・(ノ∀`;)・・,顔文字
feeling,medium_unknown,なく,ママァ・・・・ヽ(´Д`)ノ,顔文字
feeling,medium_unknown,なく,ウ・・・━━(。-ω-)ウワ━(。・ω・)ァァ━・・(。>ω<)・・━━ン!!,顔文字
feeling,medium_unknown,なく,ウワァァ━━━━。(´Д`)。━━━━ン!!! ,顔文字
feeling,medium_unknown,なく,。( `Д)ノ。ヽ(  )ノ。ヽ(Д´ )ノ。。ヽ(`Д´)ノ。ウワァァァン!!,顔文字
feeling,medium_unknown,なく,(;ωノ|柱|。。。,顔文字
feeling,medium_unknown,なく,(ノω・、) ウゥ・・・,顔文字
feeling,medium_unknown,なく,.+:。(pωq).+:。エーン,顔文字
feeling,medium_unknown,なく,(-公-、)シクシク,顔文字
feeling,medium_unknown,なく,・゜・(PД`q。)・゜・ ,顔文字
feeling,medium_unknown,なく,∃ヨヨョョ。+(ノД`)+。ョョヨヨ∃,顔文字
feeling,medium_unknown,なく,(*´;ェ;`*) うぅ・・,顔文字
feeling,medium_unknown,なく,((○(´Д`)○))ヤダヤダ,顔文字
feeling,medium_unknown,なく,エーン!o(>д<。 o)。o○((。・д・。)クス嘘泣き♪)),顔文字
feeling,medium_unknown,なく,ョョヨヨョョヨヨョョ。+(うω`)+。ョョヨヨョョヨヨョョ,顔文字
feeling,medium_unknown,なく,(pдq`。)ワーン(pд・`q)チラ(pдq`。)シクシク,顔文字
feeling,medium_unknown,なく,(´;ω;`)ウゥゥ,顔文字
feeling,medium_unknown,なく,ρ(-ω-、)ヾ(ω;)ヨチヨチ,顔文字
feeling,medium_unknown,なく,ヨチヨチ( *´д)/(´д`、)アゥゥ,顔文字
feeling,medium_unknown,なく,ρ(-ω-。)ヽ(・ω・。)イイコイイコ,顔文字
feeling,medium_unknown,なく,□⊂(・ω・`) ナカナイデ...,顔文字
feeling,medium_unknown,なく,(ノ_・。)ノ□ヾ(・ω・ ) ナミダヲオフキ,顔文字
feeling,medium_unknown,なく,ヨチヨチ(( (っ´ω`)ノ(pωq),顔文字
feeling,medium_unknown,なく,ρ(・ω・、)イジイジ,顔文字
feeling,medium_unknown,ね,(。´・ω・)(・ω・`。)ネー,顔文字
feeling,medium_unknown,ね,( ・_ゝ・)(・c_・` )ネー,顔文字
feeling,medium_unknown,ね,.+:。(。・ω-)(-ω・。)ネー.+:。,顔文字
feeling,medium_unknown,ね,(´・д・)(・д・`)ЙЁЁ,顔文字
feeling,medium_unknown,ね,(*´ェ` )(´ェ`*)ネー,顔文字
feeling,medium_unknown,ね,(*´艸)(艸`*)ネー,顔文字
feeling,medium_unknown,ね,(σ`・∀・)σйё,顔文字
feeling,medium_unknown,ね,d(´д`o)ネ♪,顔文字
feeling,medium_unknown,ね,(*´・ω-)b ネッ,顔文字
feeling,medium_unknown,ね,d(ゝC_・o)йё☆,顔文字
feeling,medium_unknown,ばい,(((((((っ・ω・)っ ブーン,顔文字
feeling,medium_unknown,ばい,ばぃちゃっ☆(´ゝ∀・`)ノシ,顔文字
feeling,medium_unknown,ばい,。ヽ(´Д`)ノ。βyё βyё☆彡,顔文字
feeling,medium_unknown,ばい,パタパタ †_(・ω・*)β.。.:*・βyё☆.。.:*・☆.。.:*・☆βyё.。,顔文字
feeling,medium_unknown,ばい,see you again!(*ゝェ・)/~☆Bye-Bye♪,顔文字
feeling,medium_unknown,ばい,+.вуe вуe+.,顔文字
feeling,medium_unknown,ばい,(*・ω・)ノ●-●ブラジャーフリフリバィバィ,顔文字
feeling,medium_unknown,ばい,(*・ω・)ノ))ブンブン!!またね~,顔文字
feeling,medium_unknown,ばい,".+:。(ノω`)ノ"".+:。またねぇ",顔文字
feeling,medium_unknown,ばい,|ω・`)ノ |Юマタクルネ,顔文字
feeling,medium_unknown,ばい,(●ω)ノジャ、マタ!!,顔文字
feeling,medium_unknown,ばい,(´・ω:;.:  (´:;....::;.:. :::;.. ..... ,顔文字
feeling,medium_unknown,ばい,どろん!! |ω・) |・) |) ※パッ,顔文字
feeling,medium_unknown,ばい,"またねぇ(・ω・)ノ▽""フリフリ",顔文字
feeling,medium_unknown,ばい,マタネ♪ヾ(-^*)≡(((((((*-)ノ |EXIT,顔文字
feeling,medium_unknown,ばい,ヾ(*ω)人(*ω)ノシ バイバイィン,顔文字
feeling,medium_unknown,ばい,"ε(*´・∀・`)зβуёβуё""ε(´・∀・`*)з",顔文字
feeling,medium_unknown,ばい,|Д´)ノ 》 ジャ、マタ,顔文字
feeling,medium_unknown,ばい,(∩ω・。)ノシ バィバィ,顔文字
feeling,medium_unknown,ばい,ε=ε=ε=ε= ヽ(*・ω・)ノ タタタタ・・・。.☆ ドロン♪,顔文字
feeling,medium_unknown,ばい,ドロン |´Д`●)  |Д`●)  |`●)  |パッ *,顔文字
feeling,medium_unknown,ばい,[壁])≡サッ!!,顔文字
feeling,medium_unknown,びっくり,ォォォォッォォォォォΣ(´▽`ノ)ノォォォォォォォォォォ,顔文字
feeling,medium_unknown,びっくり,( Д)y \_ ポロッ,顔文字
feeling,medium_unknown,びっくり,Σq|Д|p ワオォ,顔文字
feeling,medium_unknown,びっくり,ヽ(ヽロ)ヒイィィィ!!!,顔文字
feeling,medium_unknown,びっくり,マ(。Д; 三 ;Д)ジ!?,顔文字
feeling,medium_unknown,びっくり,(;  ロ)ナン!( ; ロ) デス!!( ; ロ) トー!!,顔文字
feeling,medium_unknown,びっくり,ΣΣ(дlll),顔文字
feeling,medium_unknown,びっくり,Σヽ(Д○)ノ,顔文字
feeling,medium_unknown,びっくり,おぉ(ロ屮)屮,顔文字
feeling,medium_unknown,びっくり,Σ(´□` ) ハゥ,顔文字
feeling,medium_unknown,びっくり,(⊃ Д)⊃≡  ,顔文字
feeling,medium_unknown,びっくり,( ; ロ)  ,顔文字
feeling,medium_unknown,びっくり,ヒー!! ノ)Д(ヽ,顔文字
feeling,medium_unknown,びっくり,ヽ(Д;)ノ!!,顔文字
feeling,medium_unknown,びっくり,(;´-`).。oO(ぇ・・・・),顔文字
feeling,medium_unknown,びっくり,ェエェエェエェエ(Дノ)ノエェエェエェエェ,顔文字
feeling,medium_unknown,びっくり,Σ(ロ;),顔文字
feeling,medium_unknown,めも,((φ(-ω-)カキカキ,顔文字
feeling,medium_unknown,めも,【黒板】\_( ロ)ここ重要。メモょ!!メモ! !,顔文字
feeling,medium_unknown,めも,φ(・ω・ )かきかき,顔文字
feeling,medium_unknown,めも,イラネッ(Д=)ノ⌒,顔文字
feeling,medium_unknown,めも,カキナオシφ(o・ω・o)ノ⌒ ホイッ!!,顔文字
feeling,medium_unknown,めも,(*-д-)ノ□~i_(∀+`*) ショウコインメツ!!,顔文字
feeling,medium_unknown,めも,高速メモ!((φ(。_。;)φ))。_。;)φ))。_。;)φ))φ))シュタタタタタ!!,顔文字
feeling,medium_unknown,めも,φ(。。*)メモメモ (*・ω・)ツ))コピーコピー (ノ・ω・)ノ^配布配布♪,顔文字
feeling,medium_unknown,めも,〆(・ω・。)ハイ、サイン(。・ω・)ノ□_(-ω-*),顔文字
feeling,medium_unknown,めも,_□o(´Д`;)ケシケシ,顔文字
